================ Training Loss (Mon Feb 18 18:28:20 2019) ================
(epoch: 1, iters: 100, time: 0.431, data: 2.220) D_A: 0.335 G_A: 0.382 cycle_A: 0.460 idt_A: 0.321 D_B: 0.583 G_B: 0.796 cycle_B: 0.696 idt_B: 0.209 
(epoch: 1, iters: 200, time: 0.435, data: 0.001) D_A: 0.237 G_A: 0.374 cycle_A: 0.369 idt_A: 0.191 D_B: 0.253 G_B: 0.318 cycle_B: 0.421 idt_B: 0.167 
(epoch: 1, iters: 300, time: 0.447, data: 0.000) D_A: 0.304 G_A: 0.347 cycle_A: 0.279 idt_A: 0.222 D_B: 0.259 G_B: 0.271 cycle_B: 0.507 idt_B: 0.130 
(epoch: 1, iters: 400, time: 0.870, data: 0.001) D_A: 0.354 G_A: 0.558 cycle_A: 0.347 idt_A: 0.139 D_B: 0.216 G_B: 0.352 cycle_B: 0.341 idt_B: 0.150 
(epoch: 1, iters: 500, time: 0.450, data: 0.000) D_A: 0.247 G_A: 0.325 cycle_A: 0.297 idt_A: 0.150 D_B: 0.290 G_B: 0.275 cycle_B: 0.373 idt_B: 0.134 
(epoch: 1, iters: 600, time: 0.450, data: 0.001) D_A: 0.268 G_A: 0.262 cycle_A: 0.220 idt_A: 0.155 D_B: 0.247 G_B: 0.361 cycle_B: 0.330 idt_B: 0.096 
(epoch: 1, iters: 700, time: 0.452, data: 0.000) D_A: 0.286 G_A: 0.239 cycle_A: 0.397 idt_A: 0.163 D_B: 0.245 G_B: 0.133 cycle_B: 0.360 idt_B: 0.185 
(epoch: 1, iters: 800, time: 0.755, data: 0.001) D_A: 0.260 G_A: 0.333 cycle_A: 0.198 idt_A: 0.159 D_B: 0.290 G_B: 0.274 cycle_B: 0.347 idt_B: 0.085 
(epoch: 1, iters: 900, time: 0.516, data: 0.002) D_A: 0.311 G_A: 0.163 cycle_A: 0.403 idt_A: 0.174 D_B: 0.310 G_B: 0.235 cycle_B: 0.340 idt_B: 0.081 
(epoch: 1, iters: 1000, time: 0.444, data: 0.005) D_A: 0.258 G_A: 0.530 cycle_A: 0.173 idt_A: 0.152 D_B: 0.298 G_B: 0.210 cycle_B: 0.319 idt_B: 0.074 
(epoch: 1, iters: 1100, time: 0.444, data: 0.001) D_A: 0.248 G_A: 0.373 cycle_A: 0.212 idt_A: 0.179 D_B: 0.267 G_B: 0.229 cycle_B: 0.415 idt_B: 0.080 
(epoch: 1, iters: 1200, time: 0.819, data: 0.001) D_A: 0.270 G_A: 0.201 cycle_A: 0.272 idt_A: 0.149 D_B: 0.211 G_B: 0.389 cycle_B: 0.347 idt_B: 0.108 
(epoch: 1, iters: 1300, time: 0.451, data: 0.001) D_A: 0.247 G_A: 0.302 cycle_A: 0.244 idt_A: 0.145 D_B: 0.270 G_B: 0.218 cycle_B: 0.324 idt_B: 0.100 
