================ Training Loss (Sat Mar  2 19:41:49 2019) ================
================ Training Loss (Sat Mar  2 19:42:14 2019) ================
================ Training Loss (Sat Mar  2 19:43:07 2019) ================
(epoch: 1, iters: 100, time: 0.785, data: 2.513) D_A: 0.507 G_A: 0.593 cycle_A: 4.609 idt_A: 1.541 D_B: 0.306 G_B: 0.419 cycle_B: 3.203 idt_B: 1.688 
(epoch: 1, iters: 200, time: 0.816, data: 0.001) D_A: 0.211 G_A: 0.391 cycle_A: 3.808 idt_A: 0.870 D_B: 0.343 G_B: 0.626 cycle_B: 1.875 idt_B: 1.280 
(epoch: 1, iters: 300, time: 0.807, data: 0.001) D_A: 0.296 G_A: 0.581 cycle_A: 2.932 idt_A: 1.204 D_B: 0.318 G_B: 0.159 cycle_B: 2.543 idt_B: 1.404 
(epoch: 1, iters: 400, time: 0.968, data: 0.000) D_A: 0.171 G_A: 0.845 cycle_A: 2.138 idt_A: 0.988 D_B: 0.204 G_B: 0.624 cycle_B: 2.103 idt_B: 0.911 
(epoch: 1, iters: 500, time: 0.804, data: 0.001) D_A: 0.307 G_A: 0.442 cycle_A: 2.597 idt_A: 0.987 D_B: 0.142 G_B: 0.230 cycle_B: 2.184 idt_B: 1.000 
(epoch: 1, iters: 600, time: 0.807, data: 0.001) D_A: 0.256 G_A: 0.415 cycle_A: 1.710 idt_A: 0.764 D_B: 0.263 G_B: 0.204 cycle_B: 1.924 idt_B: 0.770 
(epoch: 1, iters: 700, time: 0.808, data: 0.001) D_A: 0.200 G_A: 0.252 cycle_A: 1.720 idt_A: 0.909 D_B: 0.307 G_B: 0.408 cycle_B: 2.119 idt_B: 0.783 
(epoch: 1, iters: 800, time: 0.947, data: 0.001) D_A: 0.395 G_A: 0.272 cycle_A: 1.449 idt_A: 1.057 D_B: 0.365 G_B: 0.051 cycle_B: 2.424 idt_B: 0.510 
(epoch: 1, iters: 900, time: 0.807, data: 0.001) D_A: 0.350 G_A: 1.023 cycle_A: 1.204 idt_A: 0.711 D_B: 0.200 G_B: 0.297 cycle_B: 1.638 idt_B: 0.483 
(epoch: 1, iters: 1000, time: 0.805, data: 0.001) D_A: 0.184 G_A: 0.385 cycle_A: 0.927 idt_A: 0.814 D_B: 0.261 G_B: 0.246 cycle_B: 1.752 idt_B: 0.402 
(epoch: 2, iters: 100, time: 0.803, data: 2.417) D_A: 0.163 G_A: 0.318 cycle_A: 1.504 idt_A: 0.531 D_B: 0.213 G_B: 0.996 cycle_B: 1.523 idt_B: 0.621 
(epoch: 2, iters: 200, time: 0.947, data: 0.000) D_A: 0.139 G_A: 0.485 cycle_A: 1.546 idt_A: 0.757 D_B: 0.294 G_B: 0.721 cycle_B: 1.896 idt_B: 0.585 
(epoch: 2, iters: 300, time: 0.806, data: 0.001) D_A: 0.203 G_A: 0.324 cycle_A: 1.698 idt_A: 0.834 D_B: 0.252 G_B: 0.261 cycle_B: 1.750 idt_B: 0.696 
